Connecting to host 10.223.62.39, port 5201
[  4] local 10.223.61.37 port 52934 connected to 10.223.62.39 port 5201
[  4] 40858.00-40859.00 sec  2.14 MBytes  17.9 Mbits/sec    3   66.5 KBytes       
[  4] 40859.00-40860.00 sec  1.96 MBytes  16.4 Mbits/sec    1   77.8 KBytes       
[  4] 40860.00-40861.00 sec  2.02 MBytes  16.9 Mbits/sec    0   96.2 KBytes       
[  4] 40861.00-40862.00 sec  2.08 MBytes  17.4 Mbits/sec    0    112 KBytes       
[  4] 40862.00-40863.00 sec  1.72 MBytes  14.4 Mbits/sec    1    122 KBytes       
[  4] 40863.00-40864.00 sec  2.49 MBytes  20.9 Mbits/sec    0    136 KBytes       
[  4] 40864.00-40865.00 sec  2.55 MBytes  21.4 Mbits/sec   13    109 KBytes       
[  4] 40865.00-40866.00 sec  1.96 MBytes  16.4 Mbits/sec    5   66.5 KBytes       
[  4] 40866.00-40867.00 sec  2.02 MBytes  16.9 Mbits/sec    2   62.2 KBytes       
[  4] 40867.00-40868.00 sec  2.14 MBytes  17.9 Mbits/sec    0   84.8 KBytes       
[  4] 40868.00-40869.00 sec  2.02 MBytes  16.9 Mbits/sec   11   72.1 KBytes       
[  4] 40869.00-40870.00 sec  2.20 MBytes  18.4 Mbits/sec    3   69.3 KBytes       
[  4] 40870.00-40871.00 sec  1.96 MBytes  16.4 Mbits/sec    7   62.2 KBytes       
[  4] 40871.00-40872.00 sec  2.26 MBytes  18.9 Mbits/sec    5   62.2 KBytes       
[  4] 40872.00-40873.00 sec  2.08 MBytes  17.4 Mbits/sec    3   58.0 KBytes       
[  4] 40873.00-40874.00 sec  1.96 MBytes  16.4 Mbits/sec    1   76.4 KBytes       
[  4] 40874.00-40875.00 sec  2.08 MBytes  17.4 Mbits/sec    6   66.5 KBytes       
[  4] 40875.00-40876.00 sec  2.20 MBytes  18.4 Mbits/sec    2   62.2 KBytes       
[  4] 40876.00-40877.00 sec  1.84 MBytes  15.4 Mbits/sec    0   82.0 KBytes       
[  4] 40877.00-40878.00 sec  2.14 MBytes  17.9 Mbits/sec    0    100 KBytes       
[  4] 40878.00-40879.00 sec  1.96 MBytes  16.4 Mbits/sec    0    115 KBytes       
[  4] 40879.00-40880.00 sec  1.72 MBytes  14.5 Mbits/sec    7   94.7 KBytes       
[  4] 40880.00-40881.00 sec  1.72 MBytes  14.4 Mbits/sec    0    110 KBytes       
[  4] 40881.00-40882.00 sec  1.54 MBytes  13.0 Mbits/sec    3   58.0 KBytes       
[  4] 40882.00-40883.00 sec  1.25 MBytes  10.5 Mbits/sec    2   63.6 KBytes       
[  4] 40883.00-40884.00 sec  1.90 MBytes  15.9 Mbits/sec    3   77.8 KBytes       
[  4] 40884.00-40885.00 sec  2.02 MBytes  16.9 Mbits/sec    0   96.2 KBytes       
[  4] 40885.00-40886.00 sec  2.49 MBytes  20.9 Mbits/sec    1    112 KBytes       
[  4] 40886.00-40887.00 sec  1.90 MBytes  15.9 Mbits/sec    0    124 KBytes       
[  4] 40887.00-40888.00 sec  1.90 MBytes  15.9 Mbits/sec    4   99.0 KBytes       
[  4] 40888.00-40889.00 sec  2.32 MBytes  19.4 Mbits/sec    6   70.7 KBytes       
[  4] 40889.00-40890.00 sec  2.14 MBytes  17.9 Mbits/sec    1   79.2 KBytes       
[  4] 40890.00-40891.00 sec  1.48 MBytes  12.5 Mbits/sec    0   91.9 KBytes       
[  4] 40891.00-40892.00 sec  2.08 MBytes  17.4 Mbits/sec    9   67.9 KBytes       
[  4] 40892.00-40893.00 sec  2.14 MBytes  17.9 Mbits/sec    0   89.1 KBytes       
[  4] 40893.00-40894.00 sec  2.26 MBytes  18.9 Mbits/sec   12   79.2 KBytes       
[  4] 40894.00-40895.00 sec  2.38 MBytes  19.9 Mbits/sec    0   99.0 KBytes       
[  4] 40895.00-40896.00 sec  2.43 MBytes  20.4 Mbits/sec    1    115 KBytes       
[  4] 40896.00-40897.00 sec  2.14 MBytes  17.9 Mbits/sec    4   65.0 KBytes       
[  4] 40897.00-40898.00 sec  2.14 MBytes  17.9 Mbits/sec    0   86.3 KBytes       
[  4] 40898.00-40899.00 sec  2.08 MBytes  17.4 Mbits/sec    0    103 KBytes       
[  4] 40899.00-40900.00 sec  1.72 MBytes  14.4 Mbits/sec   13   62.2 KBytes       
[  4] 40900.00-40901.00 sec  1.60 MBytes  13.5 Mbits/sec    4   56.6 KBytes       
[  4] 40901.00-40902.00 sec  1.72 MBytes  14.4 Mbits/sec    0   74.9 KBytes       
[  4] 40902.00-40903.00 sec  1.84 MBytes  15.4 Mbits/sec    2   72.1 KBytes       
[  4] 40903.00-40904.00 sec  2.20 MBytes  18.4 Mbits/sec    2   69.3 KBytes       
[  4] 40904.00-40905.00 sec  2.20 MBytes  18.4 Mbits/sec    0   89.1 KBytes       
[  4] 40905.00-40906.00 sec  2.14 MBytes  17.9 Mbits/sec    0    106 KBytes       
[  4] 40906.00-40907.00 sec  1.37 MBytes  11.5 Mbits/sec   49    117 KBytes       
[  4] 40907.00-40908.00 sec  2.02 MBytes  16.9 Mbits/sec   17   74.9 KBytes       
[  4] 40908.00-40909.00 sec  1.01 MBytes  8.47 Mbits/sec    5   63.6 KBytes       
[  4] 40909.00-40910.00 sec  1.72 MBytes  14.4 Mbits/sec    0   82.0 KBytes       
[  4] 40910.00-40911.00 sec  2.02 MBytes  16.9 Mbits/sec    1   97.6 KBytes       
[  4] 40911.00-40912.00 sec  2.02 MBytes  16.9 Mbits/sec    2   67.9 KBytes       
[  4] 40912.00-40913.00 sec  1.96 MBytes  16.4 Mbits/sec    0   90.5 KBytes       
[  4] 40913.00-40914.00 sec  2.14 MBytes  17.9 Mbits/sec    9   79.2 KBytes       
[  4] 40914.00-40915.00 sec  2.20 MBytes  18.4 Mbits/sec    0   97.6 KBytes       
[  4] 40915.00-40916.00 sec  1.90 MBytes  15.9 Mbits/sec    4   83.4 KBytes       
[  4] 40916.00-40917.00 sec  1.72 MBytes  14.4 Mbits/sec    9   70.7 KBytes       
[  4] 40917.00-40918.00 sec  2.26 MBytes  18.9 Mbits/sec    2   74.9 KBytes       
[  4] 40918.00-40919.00 sec  2.20 MBytes  18.4 Mbits/sec    3   66.5 KBytes       
[  4] 40919.00-40920.00 sec  2.32 MBytes  19.4 Mbits/sec    1   69.3 KBytes       
[  4] 40920.00-40921.00 sec  2.32 MBytes  19.4 Mbits/sec    2   72.1 KBytes       
[  4] 40921.00-40922.00 sec  2.02 MBytes  16.9 Mbits/sec    9   65.0 KBytes       
[  4] 40922.00-40923.00 sec  2.20 MBytes  18.4 Mbits/sec    0   86.3 KBytes       
[  4] 40923.00-40924.00 sec  2.38 MBytes  19.9 Mbits/sec    1   76.4 KBytes       
[  4] 40924.00-40925.00 sec  2.38 MBytes  19.9 Mbits/sec    1   74.9 KBytes       
[  4] 40925.00-40926.00 sec  1.96 MBytes  16.4 Mbits/sec    1   91.9 KBytes       
[  4] 40926.00-40927.00 sec  1.72 MBytes  14.5 Mbits/sec   19   70.7 KBytes       
[  4] 40927.00-40928.00 sec  2.26 MBytes  18.9 Mbits/sec    1   73.5 KBytes       
[  4] 40928.00-40929.00 sec  1.96 MBytes  16.4 Mbits/sec    0   91.9 KBytes       
[  4] 40929.00-40930.00 sec  2.14 MBytes  17.9 Mbits/sec    7   82.0 KBytes       
[  4] 40930.00-40931.00 sec  2.20 MBytes  18.4 Mbits/sec    0   99.0 KBytes       
[  4] 40931.00-40932.00 sec  2.14 MBytes  17.9 Mbits/sec   13   82.0 KBytes       
[  4] 40932.00-40933.00 sec  2.43 MBytes  20.4 Mbits/sec    1   89.1 KBytes       
[  4] 40933.00-40934.00 sec  2.14 MBytes  17.9 Mbits/sec    0   93.3 KBytes       
[  4] 40934.00-40935.00 sec  2.08 MBytes  17.4 Mbits/sec    0    109 KBytes       
[  4] 40935.00-40936.00 sec  2.14 MBytes  17.9 Mbits/sec    0    123 KBytes       
[  4] 40936.00-40937.00 sec  2.20 MBytes  18.4 Mbits/sec    1    136 KBytes       
[  4] 40937.00-40938.00 sec  2.02 MBytes  16.9 Mbits/sec    4    106 KBytes       
[  4] 40938.00-40939.00 sec  2.14 MBytes  17.9 Mbits/sec    8   67.9 KBytes       
[  4] 40939.00-40940.00 sec  2.32 MBytes  19.4 Mbits/sec    3   65.0 KBytes       
[  4] 40940.00-40941.00 sec  1.96 MBytes  16.4 Mbits/sec    1   63.6 KBytes       
[  4] 40941.00-40942.00 sec  2.20 MBytes  18.4 Mbits/sec    1   84.8 KBytes       
[  4] 40942.00-40943.00 sec  2.20 MBytes  18.4 Mbits/sec    4   74.9 KBytes       
[  4] 40943.00-40944.00 sec  2.02 MBytes  16.9 Mbits/sec    0   93.3 KBytes       
[  4] 40944.00-40945.00 sec  1.19 MBytes  9.95 Mbits/sec    9   73.5 KBytes       
[  4] 40945.00-40946.00 sec  2.26 MBytes  18.9 Mbits/sec    0   93.3 KBytes       
[  4] 40946.00-40947.00 sec  2.32 MBytes  19.4 Mbits/sec    3   76.4 KBytes       
[  4] 40947.00-40948.00 sec  2.14 MBytes  17.9 Mbits/sec    1   93.3 KBytes       
[  4] 40948.00-40949.00 sec  2.02 MBytes  16.9 Mbits/sec    8   82.0 KBytes       
[  4] 40949.00-40950.00 sec  1.72 MBytes  14.5 Mbits/sec    0   96.2 KBytes       
[  4] 40950.00-40951.00 sec  2.20 MBytes  18.4 Mbits/sec   14   83.4 KBytes       
[  4] 40951.00-40952.00 sec  1.96 MBytes  16.4 Mbits/sec    2   77.8 KBytes       
[  4] 40952.00-40953.00 sec  2.20 MBytes  18.4 Mbits/sec    4   73.5 KBytes       
[  4] 40953.00-40954.00 sec  2.38 MBytes  19.9 Mbits/sec    1   93.3 KBytes       
[  4] 40954.00-40955.00 sec  2.43 MBytes  20.4 Mbits/sec    0    112 KBytes       
[  4] 40955.00-40956.00 sec  2.43 MBytes  20.4 Mbits/sec    3   63.6 KBytes       
[  4] 40956.00-40957.00 sec  2.20 MBytes  18.4 Mbits/sec    0   86.3 KBytes       
[  4] 40957.00-40958.00 sec  2.26 MBytes  18.9 Mbits/sec    0    105 KBytes       
[  4] 40958.00-40959.00 sec  1.72 MBytes  14.4 Mbits/sec   26   87.7 KBytes       
[  4] 40959.00-40960.00 sec  2.32 MBytes  19.4 Mbits/sec    0    106 KBytes       
[  4] 40960.00-40961.00 sec  2.20 MBytes  18.4 Mbits/sec   12   83.4 KBytes       
[  4] 40961.00-40962.00 sec  2.26 MBytes  18.9 Mbits/sec   18   72.1 KBytes       
[  4] 40962.00-40963.00 sec  2.14 MBytes  17.9 Mbits/sec    2   62.2 KBytes       
[  4] 40963.00-40964.00 sec  2.43 MBytes  20.4 Mbits/sec    0   84.8 KBytes       
[  4] 40964.00-40965.00 sec  2.14 MBytes  17.9 Mbits/sec    0    103 KBytes       
[  4] 40965.00-40966.00 sec  1.72 MBytes  14.4 Mbits/sec   12   87.7 KBytes       
[  4] 40966.00-40967.00 sec  1.66 MBytes  13.9 Mbits/sec    0    100 KBytes       
[  4] 40967.00-40968.00 sec  1.78 MBytes  14.9 Mbits/sec    1    109 KBytes       
[  4] 40968.00-40969.00 sec  1.66 MBytes  14.0 Mbits/sec   43   58.0 KBytes       
[  4] 40969.00-40970.00 sec  2.08 MBytes  17.4 Mbits/sec    0   80.6 KBytes       
[  4] 40970.00-40971.00 sec  2.20 MBytes  18.4 Mbits/sec    1   87.7 KBytes       
[  4] 40971.00-40972.00 sec  2.08 MBytes  17.4 Mbits/sec    0   87.7 KBytes       
[  4] 40972.00-40973.00 sec  2.26 MBytes  18.9 Mbits/sec    0    106 KBytes       
[  4] 40973.00-40974.00 sec  2.43 MBytes  20.4 Mbits/sec    2    119 KBytes       
[  4] 40974.00-40975.00 sec  2.20 MBytes  18.4 Mbits/sec   41   99.0 KBytes       
[  4] 40975.00-40976.00 sec  2.20 MBytes  18.4 Mbits/sec    4   86.3 KBytes       
[  4] 40976.00-40977.00 sec  1.96 MBytes  16.4 Mbits/sec    0    103 KBytes       
[  4] 40977.00-40978.00 sec  2.20 MBytes  18.4 Mbits/sec    9   60.8 KBytes       
[  4] 40978.00-40979.00 sec  2.08 MBytes  17.4 Mbits/sec    0   82.0 KBytes       
[  4] 40979.00-40980.00 sec  2.08 MBytes  17.4 Mbits/sec    7   77.8 KBytes       
[  4] 40980.00-40981.00 sec  2.20 MBytes  18.4 Mbits/sec    1   94.7 KBytes       
[  4] 40981.00-40982.00 sec  2.26 MBytes  18.9 Mbits/sec    1    109 KBytes       
[  4] 40982.00-40983.00 sec  1.66 MBytes  13.9 Mbits/sec   10   90.5 KBytes       
[  4] 40983.00-40984.00 sec  2.14 MBytes  17.9 Mbits/sec   11   82.0 KBytes       
[  4] 40984.00-40985.00 sec  2.32 MBytes  19.4 Mbits/sec    8   73.5 KBytes       
[  4] 40985.00-40986.00 sec  2.08 MBytes  17.4 Mbits/sec    1   67.9 KBytes       
[  4] 40986.00-40987.00 sec  2.14 MBytes  17.9 Mbits/sec    1   82.0 KBytes       
[  4] 40987.00-40988.00 sec  2.14 MBytes  17.9 Mbits/sec    0   82.0 KBytes       
[  4] 40988.00-40989.00 sec  2.14 MBytes  17.9 Mbits/sec    1   99.0 KBytes       
[  4] 40989.00-40990.00 sec  2.26 MBytes  18.9 Mbits/sec   60   32.5 KBytes       
[  4] 40990.00-40991.00 sec  2.38 MBytes  19.9 Mbits/sec    0   99.0 KBytes       
[  4] 40991.00-40992.00 sec  2.49 MBytes  20.9 Mbits/sec    4   65.0 KBytes       
[  4] 40992.00-40993.00 sec  1.84 MBytes  15.4 Mbits/sec    7   58.0 KBytes       
[  4] 40993.00-40994.00 sec  2.26 MBytes  18.9 Mbits/sec    1   79.2 KBytes       
[  4] 40994.00-40995.00 sec  2.14 MBytes  17.9 Mbits/sec    0   97.6 KBytes       
[  4] 40995.00-40996.00 sec  2.26 MBytes  18.9 Mbits/sec    0    115 KBytes       
[  4] 40996.00-40997.00 sec  1.01 MBytes  8.47 Mbits/sec   10   87.7 KBytes       
[  4] 40997.00-40998.00 sec  2.02 MBytes  16.9 Mbits/sec    0    107 KBytes       
[  4] 40998.00-40999.00 sec  2.43 MBytes  20.4 Mbits/sec    1   93.3 KBytes       
[  4] 40999.00-41000.00 sec  2.32 MBytes  19.4 Mbits/sec    0    110 KBytes       
[  4] 41000.00-41001.00 sec  1.96 MBytes  16.4 Mbits/sec    2   91.9 KBytes       
[  4] 41001.00-41002.00 sec  2.20 MBytes  18.4 Mbits/sec    3   79.2 KBytes       
[  4] 41002.00-41003.00 sec  1.90 MBytes  15.9 Mbits/sec    1   65.0 KBytes       
[  4] 41003.00-41004.00 sec  2.20 MBytes  18.4 Mbits/sec    4   63.6 KBytes       
[  4] 41004.00-41005.00 sec  2.26 MBytes  18.9 Mbits/sec    0   86.3 KBytes       
[  4] 41005.00-41006.00 sec  2.14 MBytes  17.9 Mbits/sec    0    103 KBytes       
[  4] 41006.00-41007.00 sec  2.02 MBytes  16.9 Mbits/sec    8   90.5 KBytes       
[  4] 41007.00-41008.00 sec  2.26 MBytes  18.9 Mbits/sec    0    106 KBytes       
[  4] 41008.00-41009.00 sec  2.08 MBytes  17.4 Mbits/sec    4   91.9 KBytes       
[  4] 41009.00-41010.00 sec  2.08 MBytes  17.4 Mbits/sec    0    105 KBytes       
[  4] 41010.00-41011.00 sec  2.20 MBytes  18.4 Mbits/sec   14   82.0 KBytes       
[  4] 41011.00-41012.00 sec  2.08 MBytes  17.4 Mbits/sec    1   73.5 KBytes       
[  4] 41012.00-41013.00 sec  2.32 MBytes  19.4 Mbits/sec    0   94.7 KBytes       
[  4] 41013.00-41014.00 sec  2.38 MBytes  19.9 Mbits/sec    1    110 KBytes       
[  4] 41014.00-41015.00 sec  2.38 MBytes  19.9 Mbits/sec    1    124 KBytes       
[  4] 41015.00-41016.00 sec  2.20 MBytes  18.4 Mbits/sec   14   70.7 KBytes       
[  4] 41016.00-41017.00 sec  2.38 MBytes  19.9 Mbits/sec    4   63.6 KBytes       
[  4] 41017.00-41018.00 sec  2.20 MBytes  18.4 Mbits/sec    0   86.3 KBytes       
[  4] 41018.00-41019.00 sec  2.32 MBytes  19.4 Mbits/sec    6   76.4 KBytes       
[  4] 41019.00-41020.00 sec  2.38 MBytes  19.9 Mbits/sec    0   96.2 KBytes       
[  4] 41020.00-41021.00 sec  2.32 MBytes  19.4 Mbits/sec    1   84.8 KBytes       
[  4] 41021.00-41022.00 sec  2.20 MBytes  18.4 Mbits/sec    0    102 KBytes       
[  4] 41022.00-41023.00 sec  2.14 MBytes  17.9 Mbits/sec    0    116 KBytes       
[  4] 41023.00-41024.00 sec  2.32 MBytes  19.4 Mbits/sec    0    130 KBytes       
[  4] 41024.00-41025.00 sec  2.43 MBytes  20.4 Mbits/sec   12    113 KBytes       
[  4] 41025.00-41026.00 sec  2.49 MBytes  20.9 Mbits/sec    3   89.1 KBytes       
[  4] 41026.00-41027.00 sec  2.32 MBytes  19.4 Mbits/sec    0    107 KBytes       
[  4] 41027.00-41028.00 sec  2.26 MBytes  18.9 Mbits/sec    3   91.9 KBytes       
[  4] 41028.00-41029.00 sec  2.02 MBytes  16.9 Mbits/sec    0    107 KBytes       
[  4] 41029.00-41030.00 sec  2.49 MBytes  20.9 Mbits/sec    2    119 KBytes       
[  4] 41030.00-41031.00 sec  1.48 MBytes  12.5 Mbits/sec   11   90.5 KBytes       
[  4] 41031.00-41032.00 sec  1.90 MBytes  15.9 Mbits/sec    0    105 KBytes       
[  4] 41032.00-41033.00 sec  1.25 MBytes  10.5 Mbits/sec    6   86.3 KBytes       
[  4] 41033.00-41034.00 sec  1.90 MBytes  15.9 Mbits/sec    2   79.2 KBytes       
[  4] 41034.00-41035.00 sec  1.84 MBytes  15.4 Mbits/sec    5   67.9 KBytes       
[  4] 41035.00-41036.00 sec  1.84 MBytes  15.4 Mbits/sec    1   59.4 KBytes       
[  4] 41036.00-41037.00 sec  1.48 MBytes  12.5 Mbits/sec    0   74.9 KBytes       
[  4] 41037.00-41038.00 sec  1.90 MBytes  15.9 Mbits/sec    0   91.9 KBytes       
[  4] 41038.00-41039.00 sec  2.20 MBytes  18.4 Mbits/sec    0    109 KBytes       
[  4] 41039.00-41040.00 sec  2.38 MBytes  19.9 Mbits/sec    4   84.8 KBytes       
[  4] 41040.00-41041.00 sec  2.32 MBytes  19.4 Mbits/sec    0    107 KBytes       
[  4] 41041.00-41042.00 sec  2.61 MBytes  21.9 Mbits/sec    8   86.3 KBytes       
[  4] 41042.00-41043.00 sec  2.73 MBytes  22.9 Mbits/sec    5   79.2 KBytes       
[  4] 41043.00-41044.00 sec  2.26 MBytes  18.9 Mbits/sec    6   69.3 KBytes       
[  4] 41044.00-41045.00 sec  2.08 MBytes  17.4 Mbits/sec    1   67.9 KBytes       
[  4] 41045.00-41046.00 sec  2.14 MBytes  17.9 Mbits/sec    1   87.7 KBytes       
[  4] 41046.00-41047.00 sec  2.38 MBytes  19.9 Mbits/sec   10   83.4 KBytes       
[  4] 41047.00-41048.00 sec  1.01 MBytes  8.47 Mbits/sec    6   67.9 KBytes       
[  4] 41048.00-41049.00 sec  1.60 MBytes  13.5 Mbits/sec    0   80.6 KBytes       
[  4] 41049.00-41050.00 sec  1.37 MBytes  11.4 Mbits/sec    0   91.9 KBytes       
[  4] 41050.00-41051.00 sec  1.54 MBytes  13.0 Mbits/sec    1   79.2 KBytes       
[  4] 41051.00-41052.00 sec  1.54 MBytes  13.0 Mbits/sec    0   91.9 KBytes       
[  4] 41052.00-41053.00 sec  1.66 MBytes  13.9 Mbits/sec    0    102 KBytes       
[  4] 41053.00-41054.00 sec  1.43 MBytes  12.0 Mbits/sec   16   79.2 KBytes       
[  4] 41054.00-41055.00 sec  1.96 MBytes  16.4 Mbits/sec    2   93.3 KBytes       
[  4] 41055.00-41056.00 sec  1.96 MBytes  16.4 Mbits/sec    0    109 KBytes       
[  4] 41056.00-41057.00 sec  2.38 MBytes  19.9 Mbits/sec    0    124 KBytes       
[  4] 41057.00-41058.00 sec  2.20 MBytes  18.4 Mbits/sec   14   94.7 KBytes       
[  4] 41058.00-41059.00 sec  2.32 MBytes  19.4 Mbits/sec    3   86.3 KBytes       
[  4] 41059.00-41060.00 sec  2.55 MBytes  21.4 Mbits/sec    3   53.7 KBytes       
[  4] 41060.00-41061.00 sec  2.14 MBytes  17.9 Mbits/sec    0   79.2 KBytes       
[  4] 41061.00-41062.00 sec  2.32 MBytes  19.4 Mbits/sec    0   99.0 KBytes       
[  4] 41062.00-41063.00 sec  2.43 MBytes  20.4 Mbits/sec   10   82.0 KBytes       
[  4] 41063.00-41064.00 sec  2.20 MBytes  18.4 Mbits/sec    4   74.9 KBytes       
[  4] 41064.00-41065.00 sec  2.20 MBytes  18.4 Mbits/sec    4   72.1 KBytes       
[  4] 41065.00-41066.00 sec  2.08 MBytes  17.4 Mbits/sec    6   65.0 KBytes       
[  4] 41066.00-41067.00 sec  2.38 MBytes  19.9 Mbits/sec    0   89.1 KBytes       
[  4] 41067.00-41068.00 sec  1.96 MBytes  16.4 Mbits/sec    1    105 KBytes       
[  4] 41068.00-41069.00 sec  2.38 MBytes  19.9 Mbits/sec    0    120 KBytes       
[  4] 41069.00-41070.00 sec  1.48 MBytes  12.5 Mbits/sec   26   70.7 KBytes       
[  4] 41070.00-41071.00 sec  2.02 MBytes  16.9 Mbits/sec    0   90.5 KBytes       
[  4] 41071.00-41072.00 sec  2.26 MBytes  18.9 Mbits/sec   13   80.6 KBytes       
[  4] 41072.00-41073.00 sec  2.32 MBytes  19.4 Mbits/sec    0   99.0 KBytes       
[  4] 41073.00-41074.00 sec  2.20 MBytes  18.4 Mbits/sec    0    115 KBytes       
[  4] 41074.00-41075.00 sec  2.14 MBytes  17.9 Mbits/sec    0    129 KBytes       
[  4] 41075.00-41076.00 sec  2.55 MBytes  21.4 Mbits/sec   11    100 KBytes       
[  4] 41076.00-41077.00 sec  2.38 MBytes  19.9 Mbits/sec    5   73.5 KBytes       
[  4] 41077.00-41078.00 sec  2.08 MBytes  17.4 Mbits/sec    5   66.5 KBytes       
[  4] 41078.00-41079.00 sec  1.78 MBytes  14.9 Mbits/sec    3   66.5 KBytes       
[  4] 41079.00-41080.00 sec  2.14 MBytes  17.9 Mbits/sec    3   80.6 KBytes       
[  4] 41080.00-41081.00 sec  2.08 MBytes  17.4 Mbits/sec    1   74.9 KBytes       
[  4] 41081.00-41082.00 sec  2.26 MBytes  18.9 Mbits/sec    3   74.9 KBytes       
[  4] 41082.00-41083.00 sec  2.14 MBytes  17.9 Mbits/sec    1   73.5 KBytes       
[  4] 41083.00-41084.00 sec  2.02 MBytes  16.9 Mbits/sec    1   65.0 KBytes       
[  4] 41084.00-41085.00 sec  2.14 MBytes  17.9 Mbits/sec    0   86.3 KBytes       
[  4] 41085.00-41086.00 sec  2.08 MBytes  17.4 Mbits/sec    7   76.4 KBytes       
[  4] 41086.00-41087.00 sec  2.08 MBytes  17.4 Mbits/sec    1   94.7 KBytes       
[  4] 41087.00-41088.00 sec  2.02 MBytes  16.9 Mbits/sec   13   82.0 KBytes       
[  4] 41088.00-41089.00 sec  1.78 MBytes  14.9 Mbits/sec    4   67.9 KBytes       
[  4] 41089.00-41090.00 sec  2.32 MBytes  19.4 Mbits/sec    1   55.1 KBytes       
[  4] 41090.00-41091.00 sec  2.26 MBytes  18.9 Mbits/sec    0   80.6 KBytes       
[  4] 41091.00-41092.00 sec  2.02 MBytes  16.9 Mbits/sec    0   97.6 KBytes       
[  4] 41092.00-41093.00 sec   486 KBytes  3.98 Mbits/sec   69   74.9 KBytes       
[  4] 41093.00-41094.00 sec  1.37 MBytes  11.5 Mbits/sec    0   89.1 KBytes       
[  4] 41094.00-41095.00 sec   912 KBytes  7.47 Mbits/sec    2   67.9 KBytes       
[  4] 41095.00-41096.00 sec   669 KBytes  5.48 Mbits/sec    7   50.9 KBytes       
[  4] 41096.00-41097.00 sec   608 KBytes  4.98 Mbits/sec    3   43.8 KBytes       
[  4] 41097.00-41098.00 sec   790 KBytes  6.48 Mbits/sec    1   42.4 KBytes       
[  4] 41098.00-41099.00 sec  1.66 MBytes  13.9 Mbits/sec    0   66.5 KBytes       
[  4] 41099.00-41100.00 sec  2.14 MBytes  17.9 Mbits/sec    0   87.7 KBytes       
[  4] 41100.00-41101.00 sec  1.96 MBytes  16.4 Mbits/sec    7   74.9 KBytes       
[  4] 41101.00-41102.00 sec  1.43 MBytes  12.0 Mbits/sec    4   66.5 KBytes       
[  4] 41102.00-41103.00 sec  2.02 MBytes  16.9 Mbits/sec    0   86.3 KBytes       
[  4] 41103.00-41104.00 sec  2.20 MBytes  18.4 Mbits/sec    2    102 KBytes       
[  4] 41104.00-41105.00 sec  2.14 MBytes  17.9 Mbits/sec   17   56.6 KBytes       
[  4] 41105.00-41106.00 sec  1.84 MBytes  15.4 Mbits/sec    1   76.4 KBytes       
[  4] 41106.00-41107.00 sec  1.78 MBytes  14.9 Mbits/sec   61   8.48 KBytes       
[  4] 41107.00-41108.00 sec  1.01 MBytes  8.47 Mbits/sec   57   9.90 KBytes       
[  4] 41108.00-41109.00 sec  1.66 MBytes  13.9 Mbits/sec   50   21.2 KBytes       
[  4] 41109.00-41110.00 sec  2.14 MBytes  17.9 Mbits/sec    3   56.6 KBytes       
[  4] 41110.00-41111.00 sec  2.26 MBytes  18.9 Mbits/sec    3   79.2 KBytes       
[  4] 41111.00-41112.00 sec  2.32 MBytes  19.4 Mbits/sec    3   93.3 KBytes       
[  4] 41112.00-41113.00 sec  1.96 MBytes  16.4 Mbits/sec   21   82.0 KBytes       
[  4] 41113.00-41114.00 sec  2.26 MBytes  18.9 Mbits/sec    3   97.6 KBytes       
[  4] 41114.00-41115.00 sec  2.20 MBytes  18.4 Mbits/sec    1    113 KBytes       
[  4] 41115.00-41116.00 sec  2.38 MBytes  19.9 Mbits/sec   16   87.7 KBytes       
[  4] 41116.00-41117.00 sec  2.20 MBytes  18.4 Mbits/sec    1   31.1 KBytes       
[  4] 41117.00-41118.00 sec  2.26 MBytes  18.9 Mbits/sec    0   65.0 KBytes       
[  4] 41118.00-41119.00 sec  2.38 MBytes  19.9 Mbits/sec    6   67.9 KBytes       
[  4] 41119.00-41120.00 sec  1.54 MBytes  12.9 Mbits/sec    5   62.2 KBytes       
[  4] 41120.00-41121.00 sec  1.96 MBytes  16.4 Mbits/sec    3   79.2 KBytes       
[  4] 41121.00-41122.00 sec  1.96 MBytes  16.4 Mbits/sec    4   72.1 KBytes       
[  4] 41122.00-41123.00 sec  1.84 MBytes  15.5 Mbits/sec    1   87.7 KBytes       
[  4] 41123.00-41124.00 sec  1.90 MBytes  15.9 Mbits/sec    2   79.2 KBytes       
[  4] 41124.00-41125.00 sec  2.26 MBytes  18.9 Mbits/sec    2   73.5 KBytes       
[  4] 41125.00-41126.00 sec  2.02 MBytes  16.9 Mbits/sec    0   91.9 KBytes       
